ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2019-08-05,162.0850692878516,197.24620764653926,442.30475258468886,162.0850692878516,162.0850692878516,165.93765544558275,165.93765544558275,165.93765544558275,134.994845952,134.994845952,134.994845952,1.7283173056178682,1.7283173056178682,1.7283173056178682,29.214492187964872,29.214492187964872,29.214492187964872,0.0,0.0,0.0,328.02272473343436
2019-08-06,161.92371944541944,82.09012592884665,337.08798125586804,161.92371944541944,161.92371944541944,47.343989293064745,47.343989293064745,47.343989293064745,134.994845952,134.994845952,134.994845952,-117.13087419289381,-117.13087419289381,-117.13087419289381,29.48001753395854,29.48001753395854,29.48001753395854,0.0,0.0,0.0,209.26770873848417
2019-08-07,161.76236960298726,47.16428105614414,307.3805620373387,161.76236960298726,161.76236960298726,17.72645877292321,17.72645877292321,17.72645877292321,134.994845952,134.994845952,134.994845952,-147.42928730414627,-147.42928730414627,-147.42928730414627,30.160900125069478,30.160900125069478,30.160900125069478,0.0,0.0,0.0,179.4888283759105
2019-08-08,161.6010197605551,121.96904651594885,378.6063272456535,161.6010197605551,161.6010197605551,94.68054576687696,94.68054576687696,94.68054576687696,134.994845952,134.994845952,134.994845952,-71.53193418597739,-71.53193418597739,-71.53193418597739,31.217634000854343,31.217634000854343,31.217634000854343,0.0,0.0,0.0,256.28156552743206
2019-08-09,161.43966991812292,268.2338424758856,517.7467118804682,161.43966991812292,161.43966991812292,230.29975491057334,230.29975491057334,230.29975491057334,134.994845952,134.994845952,134.994845952,62.708383793114585,62.708383793114585,62.708383793114585,32.59652516545873,32.59652516545873,32.59652516545873,0.0,0.0,0.0,391.73942482869626
2019-08-10,161.27832007569074,332.03408515463985,564.589841280947,161.27832007569074,161.27832007569074,289.60281012333473,289.60281012333473,289.60281012333473,134.994845952,134.994845952,134.994845952,120.37719824794844,120.37719824794844,120.37719824794844,34.23076592338632,34.23076592338632,34.23076592338632,0.0,0.0,0.0,450.8811301990255
2019-08-11,161.1169702332586,354.4246614963293,612.3092691217503,161.1169702332586,161.1169702332586,322.314928583718,322.314928583718,322.314928583718,134.994845952,134.994845952,134.994845952,151.27819633613652,151.27819633613652,151.27819633613652,36.04188629558146,36.04188629558146,36.04188629558146,0.0,0.0,0.0,483.43189881697657
2019-08-12,160.95562039082643,204.58133342825263,465.00011581117894,160.95562039082643,160.95562039082643,174.66471930750728,174.66471930750728,174.66471930750728,134.994845952,134.994845952,134.994845952,1.7283173055995409,1.7283173055995409,1.7283173055995409,37.94155604990775,37.94155604990775,37.94155604990775,0.0,0.0,0.0,335.62033969833374
2019-08-13,160.79427054839425,96.12868547418033,344.6356819235456,160.79427054839425,160.79427054839425,57.697672152206565,57.697672152206565,57.697672152206565,134.994845952,134.994845952,134.994845952,-117.1308741929881,-117.1308741929881,-117.1308741929881,39.833700393194675,39.833700393194675,39.833700393194675,0.0,0.0,0.0,218.49194270060082
2019-08-14,160.63292070596208,60.64376087417212,317.31317990763307,160.63292070596208,160.63292070596208,29.182441225561263,29.182441225561263,29.182441225561263,134.994845952,134.994845952,134.994845952,-147.42928730429438,-147.42928730429438,-147.42928730429438,41.616882577855634,41.616882577855634,41.616882577855634,0.0,0.0,0.0,189.81536193152334
2019-08-15,160.4715708635299,148.30742008350822,392.82095340300106,160.4715708635299,160.4715708635299,106.64980964446299,106.64980964446299,106.64980964446299,134.994845952,134.994845952,134.994845952,-71.5319341859204,-71.5319341859204,-71.5319341859204,43.18689787838338,43.18689787838338,43.18689787838338,0.0,0.0,0.0,267.1213805079929
2019-08-16,160.31022102109773,286.30393502102595,528.7761041116671,160.31022102109773,160.31022102109773,242.1427456211472,242.1427456211472,242.1427456211472,134.994845952,134.994845952,134.994845952,62.70838379313901,62.70838379313901,62.70838379313901,44.43951587600817,44.43951587600817,44.43951587600817,0.0,0.0,0.0,402.452966642245
2019-08-17,160.1488711786656,329.1419825299253,585.4960238628182,160.1488711786656,160.1488711786656,300.64534620607265,300.64534620607265,300.64534620607265,134.994845952,134.994845952,134.994845952,120.37719824800628,120.37719824800628,120.37719824800628,45.27330200606632,45.27330200606632,45.27330200606632,0.0,0.0,0.0,460.7942173847382
2019-08-18,159.98752133623339,367.90525678522243,617.7161161438722,159.98752133623339,159.98752133623339,331.8654873774427,331.8654873774427,331.8654873774427,134.994845952,134.994845952,134.994845952,151.27819633608075,151.27819633608075,151.27819633608075,45.59244508936196,45.59244508936196,45.59244508936196,0.0,0.0,0.0,491.8530087136761
2019-08-19,159.82617149380124,214.10390441864251,476.968440165209,159.82617149380124,159.82617149380124,182.0326785142816,182.0326785142816,182.0326785142816,134.994845952,134.994845952,134.994845952,1.728317305740577,1.728317305740577,1.728317305740577,45.309515256541026,45.309515256541026,45.309515256541026,0.0,0.0,0.0,341.85885000808287
2019-08-20,159.66482165136907,102.45857106474003,349.9126125007113,159.66482165136907,159.66482165136907,62.2120481627126,62.2120481627126,62.2120481627126,134.994845952,134.994845952,134.994845952,-117.13087419278139,-117.13087419278139,-117.13087419278139,44.348076403493984,44.348076403493984,44.348076403493984,0.0,0.0,0.0,221.87686981408166
2019-08-21,159.5034718089369,55.79325565586595,313.3637813857114,159.5034718089369,159.5034718089369,30.21063779819824,30.21063779819824,30.21063779819824,134.994845952,134.994845952,134.994845952,-147.429287304115,-147.429287304115,-147.429287304115,42.64507915031323,42.64507915031323,42.64507915031323,0.0,0.0,0.0,189.71410960713513
2019-08-22,159.34212196650472,133.84393633293223,374.14713345510546,159.34212196650472,159.34212196650472,103.61587598756971,103.61587598756971,103.61587598756971,134.994845952,134.994845952,134.994845952,-71.53193418586342,-71.53193418586342,-71.53193418586342,40.152964221433116,40.152964221433116,40.152964221433116,0.0,0.0,0.0,262.9579979540744
2019-08-23,159.18077212407255,269.2399328722935,526.9507387273776,159.18077212407255,159.18077212407255,234.54464190989418,234.54464190989418,234.54464190989418,134.994845952,134.994845952,134.994845952,62.70838379330638,62.70838379330638,62.70838379330638,36.84141216458776,36.84141216458776,36.84141216458776,0.0,0.0,0.0,393.72541403396673
2019-08-24,159.01942228164037,327.26205307604886,569.6147841301895,159.01942228164037,159.01942228164037,288.07072746651943,288.07072746651943,288.07072746651943,134.994845952,134.994845952,134.994845952,120.37719824804189,120.37719824804189,120.37719824804189,32.69868326647754,32.69868326647754,32.69868326647754,0.0,0.0,0.0,447.0901497481598
2019-08-25,158.85807243920823,343.5344847514465,596.1651546378198,158.85807243920823,158.85807243920823,314.0055435153438,314.0055435153438,314.0055435153438,134.994845952,134.994845952,134.994845952,151.27819633619032,151.27819633619032,151.27819633619032,27.732501227153495,27.732501227153495,27.732501227153495,0.0,0.0,0.0,472.863615954552
2019-08-26,158.69672259677606,184.32916051911394,442.4883605096531,158.69672259677606,158.69672259677606,158.6936086555332,158.6936086555332,158.6936086555332,134.994845952,134.994845952,134.994845952,1.7283173056433707,1.7283173056433707,1.7283173056433707,21.970445397889815,21.970445397889815,21.970445397889815,0.0,0.0,0.0,317.39033125230924
2019-08-27,158.53537275434388,73.08300416808048,312.62402490323547,158.53537275434388,158.53537275434388,33.32380064599248,33.32380064599248,33.32380064599248,134.994845952,134.994845952,134.994845952,-117.13087419276498,-117.13087419276498,-117.13087419276498,15.459828886757446,15.459828886757446,15.459828886757446,0.0,0.0,0.0,191.85917340033637
2019-08-28,158.3740229119117,22.096077065934956,283.69628119564476,158.3740229119117,158.3740229119117,-4.167388076304708,-4.167388076304708,-4.167388076304708,134.994845952,134.994845952,134.994845952,-147.42928730426308,-147.42928730426308,-147.42928730426308,8.267053275958357,8.267053275958357,8.267053275958357,0.0,0.0,0.0,154.206634835607
2019-08-29,158.21267306947954,97.45940441325484,349.8255131487377,158.21267306947954,158.21267306947954,63.93935648365575,63.93935648365575,63.93935648365575,134.994845952,134.994845952,134.994845952,-71.53193418580643,-71.53193418580643,-71.53193418580643,0.47644471746218087,0.47644471746218087,0.47644471746218087,0.0,0.0,0.0,222.1520295531353
2019-08-30,158.05132322704736,220.13570830573093,467.6062400610894,158.05132322704736,158.05132322704736,189.89182014879302,189.89182014879302,189.89182014879302,134.994845952,134.994845952,134.994845952,62.708383793111516,62.708383793111516,62.708383793111516,-7.811409596318483,-7.811409596318483,-7.811409596318483,0.0,0.0,0.0,347.94314337584035
2019-08-31,157.8899733846152,271.462557072791,525.4464505949538,157.8899733846152,157.8899733846152,238.89025265102228,238.89025265102228,238.89025265102228,134.994845952,134.994845952,134.994845952,120.37719824798769,120.37719824798769,120.37719824798769,-16.481791548965465,-16.481791548965465,-16.481791548965465,0.0,0.0,0.0,396.7802260356375
2019-09-01,157.72862354218304,291.0215649412187,544.0404072678766,157.72862354218304,157.72862354218304,260.86463998189726,260.86463998189726,260.86463998189726,134.994845952,134.994845952,134.994845952,151.27819633613456,151.27819633613456,151.27819633613456,-25.408402306237253,-25.408402306237253,-25.408402306237253,0.0,0.0,0.0,418.59326352408027
2019-09-02,157.56727369975087,149.3721237858532,390.92204469684873,157.56727369975087,157.56727369975087,102.26688962995081,102.26688962995081,102.26688962995081,134.994845952,134.994845952,134.994845952,1.7283173055461551,1.7283173055461551,1.7283173055461551,-34.45627362759535,-34.45627362759535,-34.45627362759535,0.0,0.0,0.0,259.8341633297017
2019-09-03,157.4059238573187,3.7285113283739837,262.4738341936577,157.4059238573187,157.4059238573187,-25.62099839158617,-25.62099839158617,-25.62099839158617,134.994845952,134.994845952,134.994845952,-117.13087419297001,-117.13087419297001,-117.13087419297001,-43.48497015061617,-43.48497015061617,-43.48497015061617,0.0,0.0,0.0,131.78492546573253
2019-09-04,157.24457401488652,-42.58341811977745,220.931418856371,157.24457401488652,157.24457401488652,-64.78644440078783,-64.78644440078783,-64.78644440078783,134.994845952,134.994845952,134.994845952,-147.42928730416997,-147.42928730416997,-147.42928730416997,-52.35200304861783,-52.35200304861783,-52.35200304861783,0.0,0.0,0.0,92.4581296140987
2019-09-05,157.08322417245435,25.53285001229383,282.3531261802124,157.08322417245435,157.08322417245435,2.5465437953102463,2.5465437953102463,2.5465437953102463,134.994845952,134.994845952,134.994845952,-71.53193418586659,-71.53193418586659,-71.53193418586659,-60.91636797082319,-60.91636797082319,-60.91636797082319,0.0,0.0,0.0,159.6297679677646
2019-09-06,156.9218743300222,157.28329896959002,414.0385803293532,156.9218743300222,156.9218743300222,128.66111483468654,128.66111483468654,128.66111483468654,134.994845952,134.994845952,134.994845952,62.708383793207425,62.708383793207425,62.708383793207425,-69.0421149105209,-69.0421149105209,-69.0421149105209,0.0,0.0,0.0,285.58298916470875
2019-09-07,156.76052448759,209.31917007886776,460.2390065539483,156.76052448759,156.76052448759,178.77018939692454,178.77018939692454,178.77018939692454,134.994845952,134.994845952,134.994845952,120.3771982478891,120.3771982478891,120.3771982478891,-76.60185480296458,-76.60185480296458,-76.60185480296458,0.0,0.0,0.0,335.5307138845145
2019-09-08,156.59917464515786,231.57200534506293,488.3764305469942,156.59917464515786,156.59917464515786,202.7929349324739,202.7929349324739,202.7929349324739,134.994845952,134.994845952,134.994845952,151.2781963361102,151.2781963361102,151.2781963361102,-83.48010735563626,-83.48010735563626,-83.48010735563626,0.0,0.0,0.0,359.3921095776318
2019-09-09,156.4378248027257,81.33940417652903,324.93090640723176,156.4378248027257,156.4378248027257,47.14676633638869,47.14676633638869,47.14676633638869,134.994845952,134.994845952,134.994845952,1.7283173054489562,1.7283173054489562,1.7283173054489562,-89.57639692106027,-89.57639692106027,-89.57639692106027,0.0,0.0,0.0,203.58459113911437
2019-09-10,156.27647496029348,-64.46962355290916,203.59246075457227,156.27647496029348,156.27647496029348,-76.94403636479169,-76.94403636479169,-76.94403636479169,134.994845952,134.994845952,134.994845952,-117.13087419276333,-117.13087419276333,-117.13087419276333,-94.80800812402838,-94.80800812402838,-94.80800812402838,0.0,0.0,0.0,79.3324385955018
2019-09-11,156.11512511786134,-80.53579456019673,182.51234385490628,156.11512511786134,156.11512511786134,-111.54676171609496,-111.54676171609496,-111.54676171609496,134.994845952,134.994845952,134.994845952,-147.4292873042318,-147.4292873042318,-147.4292873042318,-99.11232036386318,-99.11232036386318,-99.11232036386318,0.0,0.0,0.0,44.568363401766376
2019-09-12,155.95377527542917,-6.9065412268368584,234.88420963392895,155.95377527542917,155.95377527542917,-38.985738309240425,-38.985738309240425,-38.985738309240425,134.994845952,134.994845952,134.994845952,-71.5319341858096,-71.5319341858096,-71.5319341858096,-102.44865007543082,-102.44865007543082,-102.44865007543082,0.0,0.0,0.0,116.96803696618875
2019-09-13,155.792425432997,117.1705901304899,360.9137391595966,155.792425432997,155.792425432997,92.90368822261452,92.90368822261452,92.90368822261452,134.994845952,134.994845952,134.994845952,62.708383793303355,62.708383793303355,62.708383793303355,-104.79954152268886,-104.79954152268886,-104.79954152268886,0.0,0.0,0.0,248.6961136556115
2019-09-14,155.63107559056485,180.04896217110135,427.34716986724806,155.63107559056485,155.63107559056485,149.20058356883504,149.20058356883504,149.20058356883504,134.994845952,134.994845952,134.994845952,120.37719824792471,120.37719824792471,120.37719824792471,-106.17146063108969,-106.17146063108969,-106.17146063108969,0.0,0.0,0.0,304.8316591593999
2019-09-15,155.46972574813265,206.4521693697954,458.9187060403777,155.46972574813265,155.46972574813265,179.67818069320327,179.67818069320327,179.67818069320327,134.994845952,134.994845952,134.994845952,151.2781963361569,151.2781963361569,151.2781963361569,-106.59486159495363,-106.59486159495363,-106.59486159495363,0.0,0.0,0.0,335.1479064413359
2019-09-16,155.3083759057005,61.58088188304824,306.3292366124534,155.3083759057005,155.3083759057005,30.599550923925058,30.599550923925058,30.599550923925058,134.994845952,134.994845952,134.994845952,1.7283173055899945,1.7283173055899945,1.7283173055899945,-106.12361233366495,-106.12361233366495,-106.12361233366495,0.0,0.0,0.0,185.90792682962555
2019-09-17,155.14702606326833,-54.4848284542558,184.2433417030484,155.14702606326833,155.14702606326833,-86.96981012920638,-86.96981012920638,-86.96981012920638,134.994845952,134.994845952,134.994845952,-117.13087419285762,-117.13087419285762,-117.13087419285762,-104.83378188834871,-104.83378188834871,-104.83378188834871,0.0,0.0,0.0,68.17721593406195
2019-09-18,154.98567622083615,-84.83065926170329,168.77988490434146,154.98567622083615,154.98567622083615,-115.2562514463976,-115.2562514463976,-115.2562514463976,134.994845952,134.994845952,134.994845952,-147.42928730417302,-147.42928730417302,-147.42928730417302,-102.82181009422459,-102.82181009422459,-102.82181009422459,0.0,0.0,0.0,39.729424774438556
2019-09-19,154.82432637840404,-11.443640841209149,246.99960560251776,154.82432637840404,154.82432637840404,-36.739185101744226,-36.739185101744226,-36.739185101744226,134.994845952,134.994845952,134.994845952,-71.531934185646,-71.531934185646,-71.531934185646,-100.20209686809824,-100.20209686809824,-100.20209686809824,0.0,0.0,0.0,118.08514127665981
2019-09-20,154.41648765055868,134.10829390446025,378.33739251123995,154.41648765055868,154.41648765055868,100.59916500145513,100.59916500145513,100.59916500145513,134.994845952,134.994845952,134.994845952,62.70838379339923,62.70838379339923,62.70838379339923,-97.10406474394411,-97.10406474394411,-97.10406474394411,0.0,0.0,0.0,255.0156526520138
2019-09-21,154.0086489227133,188.3977558210183,442.50204578281557,154.0086489227133,154.0086489227133,161.70328077894104,161.70328077894104,161.70328077894104,134.994845952,134.994845952,134.994845952,120.3771982478483,120.3771982478483,120.3771982478483,-93.66876342090725,-93.66876342090725,-93.66876342090725,0.0,0.0,0.0,315.7119297016543
2019-09-22,153.60081019486793,225.45740258812842,479.5106973136723,153.60081019486793,153.60081019486793,196.22794366675217,196.22794366675217,196.22794366675217,134.994845952,134.994845952,134.994845952,151.27819633613254,151.27819633613254,151.27819633613254,-90.04509862138033,-90.04509862138033,-90.04509862138033,0.0,0.0,0.0,349.8287538616201
2019-09-23,153.19297146702255,83.36444846709172,327.22199709413985,153.19297146702255,153.19297146702255,50.33738415386031,50.33738415386031,50.33738415386031,134.994845952,134.994845952,134.994845952,1.7283173054927787,1.7283173054927787,1.7283173054927787,-86.38577910363247,-86.38577910363247,-86.38577910363247,0.0,0.0,0.0,203.53035562088286
2019-09-24,152.78513273917716,-33.71569641111202,211.2147274287086,152.78513273917716,152.78513273917716,-64.9791131242639,-64.9791131242639,-64.9791131242639,134.994845952,134.994845952,134.994845952,-117.13087419276161,-117.13087419276161,-117.13087419276161,-82.84308488350227,-82.84308488350227,-82.84308488350227,0.0,0.0,0.0,87.80601961491325
2019-09-25,152.3772940113318,-64.22653459071309,186.05775998236123,152.3772940113318,152.3772940113318,-91.99900766304951,-91.99900766304951,-91.99900766304951,134.994845952,134.994845952,134.994845952,-147.4292873041142,-147.4292873041142,-147.4292873041142,-79.56456631093532,-79.56456631093532,-79.56456631093532,0.0,0.0,0.0,60.37828634828229
2019-09-26,151.96945528348644,20.6035723721484,271.0150108861425,151.96945528348644,151.96945528348644,-13.22587563266892,-13.22587563266892,-13.22587563266892,134.994845952,134.994845952,134.994845952,-71.53193418591938,-71.53193418591938,-71.53193418591938,-76.68878739874955,-76.68878739874955,-76.68878739874955,0.0,0.0,0.0,138.7435796508175
2019-09-27,151.56161655564105,147.35746091150438,391.5229771150615,151.56161655564105,151.56161655564105,123.36200217713305,123.36200217713305,123.36200217713305,134.994845952,134.994845952,134.994845952,62.70838379320436,62.70838379320436,62.70838379320436,-74.34122756807133,-74.34122756807133,-74.34122756807133,0.0,0.0,0.0,274.9236187327741
2019-09-28,151.1537778277957,209.01812824316656,461.420290479881,151.1537778277957,151.1537778277957,182.7415905040811,182.7415905040811,182.7415905040811,134.994845952,134.994845952,134.994845952,120.37719824790614,120.37719824790614,120.37719824790614,-72.63045369582507,-72.63045369582507,-72.63045369582507,0.0,0.0,0.0,333.8953683318768
2019-09-29,150.7459390999503,237.48078256388425,496.6048095049251,150.7459390999503,150.7459390999503,214.6283732515193,214.6283732515193,214.6283732515193,134.994845952,134.994845952,134.994845952,151.27819633607675,151.27819633607675,151.27819633607675,-71.64466903655745,-71.64466903655745,-71.64466903655745,0.0,0.0,0.0,365.3743123514696
2019-09-30,150.33810037210498,91.057136167281,346.21072124103387,150.33810037210498,150.33810037210498,65.2744259074769,65.2744259074769,65.2744259074769,134.994845952,134.994845952,134.994845952,1.7283173053166725,1.7283173053166725,1.7283173053166725,-71.44873734983977,-71.44873734983977,-71.44873734983977,0.0,0.0,0.0,215.61252627958186
2019-10-01,149.9302616442596,-29.57397562864703,220.2249328017716,149.9302616442596,149.9302616442596,-54.21779781162405,-54.21779781162405,-54.21779781162405,134.994845952,134.994845952,134.994845952,-117.13087419266563,-117.13087419266563,-117.13087419266563,-72.08176957095843,-72.08176957095843,-72.08176957095843,0.0,0.0,0.0,95.71246383263554
2019-10-02,149.5224229164142,-64.94590622149846,184.48373999280264,149.5224229164142,149.5224229164142,-85.98978823134703,-85.98978823134703,-85.98978823134703,134.994845952,134.994845952,134.994845952,-147.42928730414172,-147.42928730414172,-147.42928730414172,-73.55534687920529,-73.55534687920529,-73.55534687920529,0.0,0.0,0.0,63.532634685067165
2019-10-03,149.11458418856884,13.962733535065242,252.08074707504528,149.11458418856884,149.11458418856884,-12.38952660439886,-12.38952660439886,-12.38952660439886,134.994845952,134.994845952,134.994845952,-71.53193418575579,-71.53193418575579,-71.53193418575579,-75.85243837064309,-75.85243837064309,-75.85243837064309,0.0,0.0,0.0,136.72505758416997
2019-10-04,148.70674546072345,147.27678484843162,399.6472994608987,148.70674546072345,148.70674546072345,118.77617562098126,118.77617562098126,118.77617562098126,134.994845952,134.994845952,134.994845952,62.70838379330029,62.70838379330029,62.70838379330029,-78.92705412431903,-78.92705412431903,-78.92705412431903,0.0,0.0,0.0,267.4829210817047
2019-10-05,148.2989067328781,202.0511160478957,446.729071982327,148.2989067328781,148.2989067328781,172.66738849393295,172.66738849393295,172.66738849393295,134.994845952,134.994845952,134.994845952,120.37719824796397,120.37719824796397,120.37719824796397,-82.70465570603103,-82.70465570603103,-82.70465570603103,0.0,0.0,0.0,320.96629522681104
2019-10-06,147.89106800503274,210.3866369575236,466.4161233530566,147.89106800503274,147.89106800503274,199.18971572031373,199.18971572031373,199.18971572031373,134.994845952,134.994845952,134.994845952,151.27819633602095,151.27819633602095,151.27819633602095,-87.08332656770725,-87.08332656770725,-87.08332656770725,0.0,0.0,0.0,347.08078372534646
2019-10-07,147.48322927718735,61.46285307273446,318.0426894129164,147.48322927718735,147.48322927718735,44.78747837120298,44.78747837120298,44.78747837120298,134.994845952,134.994845952,134.994845952,1.728317305615509,1.728317305615509,1.728317305615509,-91.93568488641253,-91.93568488641253,-91.93568488641253,0.0,0.0,0.0,192.27070764839033
2019-10-08,147.075390549342,-60.89142110826323,195.36350307087608,147.075390549342,147.075390549342,-79.2475299158225,-79.2475299158225,-79.2475299158225,134.994845952,134.994845952,134.994845952,-117.13087419275998,-117.13087419275998,-117.13087419275998,-97.11150167506254,-97.11150167506254,-97.11150167506254,0.0,0.0,0.0,67.82786063351949
2019-10-09,146.6675518214966,-94.56085045088835,156.56462920664993,146.6675518214966,146.6675518214966,-114.87540936543579,-114.87540936543579,-114.87540936543579,134.994845952,134.994845952,134.994845952,-147.42928730420354,-147.42928730420354,-147.42928730420354,-102.44096801323224,-102.44096801323224,-102.44096801323224,0.0,0.0,0.0,31.792142456060816
2019-10-10,146.25971309365121,-16.586927216910915,230.26894486307927,146.25971309365121,146.25971309365121,-44.275625742143156,-44.275625742143156,-44.275625742143156,134.994845952,134.994845952,134.994845952,-71.5319341856988,-71.5319341856988,-71.5319341856988,-107.73853750844434,-107.73853750844434,-107.73853750844434,0.0,0.0,0.0,101.98408735150807
2019-10-11,145.85187436580586,115.44846735638819,354.0495841273953,145.85187436580586,145.85187436580586,84.89597565409458,84.89597565409458,84.89597565409458,134.994845952,134.994845952,134.994845952,62.70838379317691,62.70838379317691,62.70838379317691,-112.80725409108233,-112.80725409108233,-112.80725409108233,0.0,0.0,0.0,230.74785001990045
2019-10-12,145.4440356379605,160.0672369182198,404.4104422038919,145.4440356379605,145.4440356379605,137.9285827851397,137.9285827851397,137.9285827851397,134.994845952,134.994845952,134.994845952,120.37719824788759,120.37719824788759,120.37719824788759,-117.4434614147479,-117.4434614147479,-117.4434614147479,0.0,0.0,0.0,283.3726184231002
2019-10-13,145.0361969101151,184.26058088748718,434.58997505936384,145.0361969101151,145.0361969101151,164.8312634183348,164.8312634183348,164.8312634183348,134.994845952,134.994845952,134.994845952,151.27819633609909,151.27819633609909,151.27819633609909,-121.44177886976428,-121.44177886976428,-121.44177886976428,0.0,0.0,0.0,309.8674603284499
2019-10-14,144.62835818226975,34.30099723733061,272.0401817144477,144.62835818226975,144.62835818226975,12.1229424108161,12.1229424108161,12.1229424108161,134.994845952,134.994845952,134.994845952,1.728317305439393,1.728317305439393,1.728317305439393,-124.60022084662329,-124.60022084662329,-124.60022084662329,0.0,0.0,0.0,156.75130059308586
2019-10-15,144.22051945442436,-82.39798855052186,158.794018536083,144.22051945442436,144.22051945442436,-108.8613588990623,-108.8613588990623,-108.8613588990623,134.994845952,134.994845952,134.994845952,-117.13087419285428,-117.13087419285428,-117.13087419285428,-126.72533065820802,-126.72533065820802,-126.72533065820802,0.0,0.0,0.0,35.35916055536207
2019-10-16,143.812680726579,-121.77116995882601,134.10732010419088,143.812680726579,143.812680726579,-140.07163996824826,-140.07163996824826,-140.07163996824826,134.994845952,134.994845952,134.994845952,-147.42928730426533,-147.42928730426533,-147.42928730426533,-127.63719861598294,-127.63719861598294,-127.63719861598294,0.0,0.0,0.0,3.7410407583307403
2019-10-17,143.40484199873364,-44.8061433057793,202.2630668419996,143.40484199873364,143.40484199873364,-63.711323468704585,-63.711323468704585,-63.711323468704585,134.994845952,134.994845952,134.994845952,-71.53193418564182,-71.53193418564182,-71.53193418564182,-127.17423523506277,-127.17423523506277,-127.17423523506277,0.0,0.0,0.0,79.69351853002905
2019-10-18,142.99700327088826,89.69348811344972,344.7323972470268,142.99700327088826,142.99700327088826,72.50565433449955,72.50565433449955,72.50565433449955,134.994845952,134.994845952,134.994845952,62.70838379312501,62.70838379312501,62.70838379312501,-125.19757541062546,-125.19757541062546,-125.19757541062546,0.0,0.0,0.0,215.5026576053878
2019-10-19,142.58916454304287,145.27482218473645,401.8309949968555,142.58916454304287,142.58916454304287,133.7770466367229,133.7770466367229,133.7770466367229,134.994845952,134.994845952,134.994845952,120.37719824792323,120.37719824792323,120.37719824792323,-121.59499756320034,-121.59499756320034,-121.59499756320034,0.0,0.0,0.0,276.36621117976574
2019-10-20,142.1813258151975,188.31234902002797,434.137560397222,142.1813258151975,142.1813258151975,169.98878928354335,169.98878928354335,169.98878928354335,134.994845952,134.994845952,134.994845952,151.27819633607473,151.27819633607473,151.27819633607473,-116.2842530045314,-116.2842530045314,-116.2842530045314,0.0,0.0,0.0,312.1701150987409
2019-10-21,141.77348708735212,44.11010086111536,299.7077743233224,141.77348708735212,141.77348708735212,27.507448398693906,27.507448398693906,27.507448398693906,134.994845952,134.994845952,134.994845952,1.728317305738227,1.728317305738227,1.728317305738227,-109.21571485904431,-109.21571485904431,-109.21571485904431,0.0,0.0,0.0,169.28093548604602
2019-10-22,141.36564835950676,-62.17350963654567,187.872991723865,141.36564835950676,141.36564835950676,-82.5103006791598,-82.5103006791598,-82.5103006791598,134.994845952,134.994845952,134.994845952,-117.13087419283788,-117.13087419283788,-117.13087419283788,-100.37427243832191,-100.37427243832191,-100.37427243832191,0.0,0.0,0.0,58.855347680346966
2019-10-23,140.9578096316614,-89.00524514001816,168.5303081141117,140.9578096316614,140.9578096316614,-102.21485694148114,-102.21485694148114,-102.21485694148114,134.994845952,134.994845952,134.994845952,-147.42928730429284,-147.42928730429284,-147.42928730429284,-89.78041558918828,-89.78041558918828,-89.78041558918828,0.0,0.0,0.0,38.74295269018026
2019-10-24,140.54997090381605,5.7098787334075,258.6096830348217,140.54997090381605,140.54997090381605,-14.027561978725776,-14.027561978725776,-14.027561978725776,134.994845952,134.994845952,134.994845952,-71.53193418580857,-71.53193418580857,-71.53193418580857,-77.4904737449172,-77.4904737449172,-77.4904737449172,0.0,0.0,0.0,126.52240892509028
2019-10-25,140.14213217597066,143.31879909558415,393.79243728785593,140.14213217597066,140.14213217597066,134.10723406241863,134.10723406241863,134.10723406241863,134.994845952,134.994845952,134.994845952,62.70838379314943,62.70838379314943,62.70838379314943,-63.59599568273082,-63.59599568273082,-63.59599568273082,0.0,0.0,0.0,274.24936623838926
2019-10-26,139.7342934481253,218.43417417599207,467.7915825921516,139.7342934481253,139.7342934481253,207.14976642233944,207.14976642233944,207.14976642233944,134.994845952,134.994845952,134.994845952,120.37719824795884,120.37719824795884,120.37719824795884,-48.22227777761938,-48.22227777761938,-48.22227777761938,0.0,0.0,0.0,346.88405987046474
2019-10-27,139.32645472027988,269.7462271275086,519.8304371677714,139.32645472027988,139.32645472027988,254.74697201626088,254.74697201626088,254.74697201626088,134.994845952,134.994845952,134.994845952,151.2781963360504,151.2781963360504,151.2781963360504,-31.52607027178958,-31.52607027178958,-31.52607027178958,0.0,0.0,0.0,394.0734267365408
2019-10-28,138.91861599243452,140.07897253250775,377.62243556754976,138.91861599243452,138.91861599243452,123.03065107819518,123.03065107819518,123.03065107819518,134.994845952,134.994845952,134.994845952,1.7283173058792727,1.7283173058792727,1.7283173058792727,-13.692512179684103,-13.692512179684103,-13.692512179684103,0.0,0.0,0.0,261.94926707062973
